makespan,2399.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,93.0,191.0,358.0,382.0,590.0,700.0,826.0,884.0,999.0,1009.0,1084.0,1144.0,1205.0,1252.0,1278.0,1490.0,1682.0,1754.0,1949.0
job 1,74.0,152.0,382.0,589.0,663.0,705.0,748.0,824.0,882.0,1041.0,1232.0,1307.0,1481.0,1559.0,1612.0,1754.0,1818.0,1948.0,2090.0,2176.0
job 2,0.0,148.0,149.0,170.0,451.0,544.0,788.0,921.0,994.0,1091.0,1314.0,1379.0,1660.0,1684.0,1731.0,1750.0,1901.0,1948.0,2098.0,2123.0
job 3,20.0,75.0,123.0,194.0,235.0,473.0,568.0,686.0,946.0,1037.0,1058.0,1217.0,1308.0,1483.0,1559.0,1641.0,1821.0,1850.0,1980.0,2076.0
job 4,35.0,80.0,275.0,385.0,450.0,532.0,619.0,726.0,884.0,1009.0,1052.0,1146.0,1276.0,1308.0,1526.0,1589.0,1621.0,1728.0,2028.0,2210.0
job 5,0.0,149.0,197.0,235.0,360.0,709.0,823.0,960.0,1082.0,1292.0,1399.0,1414.0,1513.0,1684.0,1861.0,1901.0,1941.0,1954.0,2015.0,2116.0
job 6,62.0,152.0,216.0,409.0,571.0,589.0,663.0,696.0,778.0,960.0,1056.0,1103.0,1146.0,1293.0,1414.0,1474.0,1654.0,1774.0,1869.0,2055.0
job 7,92.0,268.0,379.0,538.0,688.0,748.0,863.0,1026.0,1205.0,1301.0,1378.0,1431.0,1600.0,1606.0,1615.0,1741.0,1760.0,1840.0,1919.0,2172.0
job 8,0.0,49.0,63.0,75.0,153.0,265.0,314.0,450.0,589.0,823.0,1085.0,1227.0,1297.0,1300.0,1404.0,1478.0,1532.0,2045.0,2115.0,2196.0
job 9,21.0,56.0,200.0,323.0,360.0,566.0,625.0,634.0,818.0,1018.0,1084.0,1301.0,1353.0,1441.0,1607.0,1674.0,1921.0,2043.0,2176.0,2237.0
job 10,29.0,197.0,315.0,423.0,537.0,748.0,897.0,987.0,1058.0,1137.0,1179.0,1297.0,1349.0,1383.0,1404.0,1408.0,1565.0,1633.0,1672.0,1850.0
job 11,0.0,188.0,278.0,300.0,470.0,499.0,661.0,791.0,897.0,946.0,994.0,1177.0,1187.0,1379.0,1491.0,1610.0,1723.0,1869.0,1964.0,2036.0
