makespan,2499.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,173.0,226.0,290.0,324.0,449.0,486.0,673.0,711.0,945.0,1066.0,1094.0,1267.0,1398.0,1509.0,1761.0,1804.0,1900.0,1990.0,2082.0
job 1,0.0,214.0,220.0,365.0,645.0,781.0,879.0,1061.0,1235.0,1354.0,1565.0,1641.0,1718.0,1919.0,1924.0,2007.0,2028.0,2082.0,2382.0,2456.0
job 2,0.0,127.0,189.0,265.0,382.0,459.0,528.0,585.0,714.0,798.0,932.0,1028.0,1081.0,1086.0,1115.0,1257.0,1360.0,1529.0,1697.0,1790.0
job 3,0.0,113.0,171.0,277.0,340.0,418.0,459.0,640.0,727.0,811.0,926.0,1008.0,1119.0,1175.0,1279.0,1370.0,1598.0,1822.0,1979.0,2035.0
job 4,12.0,89.0,120.0,265.0,352.0,459.0,554.0,678.0,875.0,1036.0,1297.0,1474.0,1612.0,1643.0,1649.0,1734.0,1922.0,2028.0,2180.0,2228.0
job 5,0.0,54.0,55.0,222.0,290.0,292.0,477.0,628.0,985.0,1041.0,1056.0,1094.0,1246.0,1471.0,1661.0,1707.0,1716.0,1837.0,2044.0,2116.0
job 6,0.0,44.0,85.0,167.0,221.0,309.0,408.0,460.0,684.0,821.0,886.0,917.0,976.0,985.0,1006.0,1091.0,1136.0,1213.0,1310.0,1431.0
job 7,0.0,148.0,303.0,478.0,600.0,725.0,811.0,873.0,1036.0,1137.0,1269.0,1395.0,1461.0,1527.0,1547.0,1794.0,1933.0,1995.0,2026.0,2068.0
job 8,0.0,239.0,364.0,533.0,631.0,823.0,981.0,1002.0,1236.0,1352.0,1554.0,1592.0,1745.0,1776.0,1862.0,1912.0,2074.0,2152.0,2271.0,2341.0
job 9,0.0,37.0,53.0,246.0,487.0,723.0,820.0,823.0,923.0,1077.0,1171.0,1241.0,1310.0,1339.0,1510.0,1592.0,1696.0,1963.0,2044.0,2048.0
job 10,171.0,324.0,460.0,528.0,727.0,799.0,818.0,1056.0,1086.0,1155.0,1262.0,1339.0,1421.0,1644.0,1672.0,1749.0,1817.0,2093.0,2222.0,2272.0
job 11,20.0,57.0,321.0,346.0,531.0,578.0,597.0,933.0,1028.0,1079.0,1118.0,1178.0,1303.0,1329.0,1446.0,1598.0,1750.0,1893.0,1947.0,2272.0
job 12,0.0,152.0,222.0,361.0,522.0,803.0,890.0,1166.0,1252.0,1359.0,1530.0,1663.0,1905.0,1932.0,2020.0,2026.0,2035.0,2047.0,2153.0,2213.0
job 13,0.0,178.0,186.0,267.0,377.0,728.0,821.0,844.0,879.0,1047.0,1188.0,1213.0,1233.0,1315.0,1394.0,1673.0,1889.0,2142.0,2222.0,2254.0
job 14,0.0,143.0,178.0,352.0,361.0,541.0,625.0,714.0,860.0,992.0,1047.0,1176.0,1315.0,1400.0,1423.0,1467.0,1542.0,1658.0,1683.0,1720.0
job 15,0.0,17.0,261.0,327.0,405.0,563.0,587.0,721.0,907.0,1002.0,1028.0,1036.0,1175.0,1266.0,1296.0,1306.0,1342.0,1532.0,1664.0,1737.0
job 16,105.0,407.0,441.0,631.0,724.0,997.0,1066.0,1132.0,1266.0,1293.0,1549.0,1581.0,1661.0,1740.0,1868.0,1887.0,2047.0,2127.0,2179.0,2259.0
job 17,223.0,320.0,408.0,821.0,914.0,968.0,975.0,1044.0,1178.0,1309.0,1401.0,1428.0,1521.0,1666.0,1792.0,1839.0,1878.0,1991.0,2139.0,2184.0
job 18,0.0,37.0,89.0,127.0,220.0,377.0,486.0,612.0,678.0,914.0,997.0,1281.0,1297.0,1401.0,1428.0,1468.0,1507.0,1535.0,1740.0,1837.0
job 19,147.0,280.0,292.0,587.0,645.0,661.0,905.0,1000.0,1135.0,1197.0,1447.0,1529.0,1790.0,1882.0,1952.0,2045.0,2077.0,2129.0,2285.0,2372.0
