makespan,2703.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,91.0,300.0,538.0,590.0,650.0,885.0,1038.0,1183.0,1291.0,1563.0,1605.0,1682.0,1886.0,1965.0,2042.0,2203.0,2259.0,2300.0,2415.0
job 1,0.0,152.0,214.0,324.0,483.0,532.0,603.0,696.0,776.0,833.0,976.0,1188.0,1234.0,1545.0,1625.0,1882.0,1967.0,2042.0,2173.0,2256.0
job 2,36.0,78.0,95.0,124.0,276.0,513.0,601.0,642.0,879.0,913.0,1177.0,1257.0,1317.0,1408.0,1595.0,1602.0,2031.0,2086.0,2097.0,2115.0
job 3,0.0,119.0,276.0,360.0,378.0,456.0,526.0,593.0,662.0,849.0,991.0,1142.0,1300.0,1373.0,1410.0,1765.0,1769.0,1771.0,1889.0,1926.0
job 4,12.0,16.0,360.0,541.0,779.0,882.0,1104.0,1220.0,1315.0,1402.0,1798.0,1877.0,1897.0,1951.0,2047.0,2213.0,2289.0,2382.0,2506.0,2617.0
job 5,117.0,222.0,254.0,349.0,526.0,606.0,643.0,718.0,906.0,976.0,1077.0,1104.0,1138.0,1374.0,1448.0,1666.0,1777.0,1936.0,1988.0,2066.0
job 6,0.0,51.0,89.0,136.0,225.0,392.0,582.0,730.0,831.0,1171.0,1238.0,1303.0,1522.0,1947.0,2026.0,2031.0,2081.0,2132.0,2196.0,2199.0
job 7,1.0,89.0,137.0,214.0,222.0,424.0,447.0,639.0,657.0,662.0,786.0,1085.0,1136.0,1154.0,1304.0,1427.0,1877.0,1924.0,1960.0,2066.0
job 8,119.0,198.0,372.0,657.0,936.0,1095.0,1111.0,1128.0,1288.0,1617.0,1701.0,1792.0,1969.0,2039.0,2101.0,2292.0,2382.0,2433.0,2466.0,2476.0
job 9,84.0,152.0,218.0,255.0,272.0,338.0,495.0,668.0,731.0,824.0,825.0,937.0,976.0,1154.0,1183.0,1282.0,1385.0,1473.0,1517.0,1526.0
job 10,0.0,281.0,364.0,687.0,706.0,815.0,906.0,980.0,1171.0,1244.0,1256.0,1279.0,1432.0,1787.0,1847.0,1864.0,2049.0,2081.0,2256.0,2302.0
job 11,0.0,200.0,215.0,295.0,364.0,662.0,718.0,810.0,1000.0,1075.0,1128.0,1177.0,1239.0,1429.0,1572.0,1668.0,1688.0,1720.0,2086.0,2164.0
job 12,0.0,89.0,287.0,338.0,387.0,801.0,859.0,882.0,968.0,1037.0,1164.0,1256.0,1407.0,1455.0,1605.0,1680.0,1718.0,1855.0,1965.0,2049.0
job 13,32.0,62.0,329.0,424.0,606.0,804.0,1106.0,1285.0,1479.0,1522.0,1603.0,1688.0,1924.0,1986.0,2154.0,2203.0,2318.0,2381.0,2506.0,2525.0
job 14,0.0,23.0,101.0,150.0,218.0,304.0,503.0,703.0,776.0,788.0,993.0,1107.0,1142.0,1273.0,1310.0,1625.0,1715.0,1766.0,1926.0,2066.0
job 15,0.0,101.0,317.0,402.0,599.0,725.0,796.0,913.0,991.0,1119.0,1237.0,1348.0,1671.0,1765.0,1773.0,1812.0,1873.0,1988.0,2150.0,2244.0
job 16,126.0,408.0,483.0,870.0,936.0,1179.0,1220.0,1432.0,1522.0,1668.0,1738.0,1878.0,2080.0,2175.0,2261.0,2326.0,2367.0,2458.0,2535.0,2619.0
job 17,0.0,31.0,215.0,435.0,785.0,801.0,835.0,1041.0,1204.0,1386.0,1429.0,1832.0,1881.0,1971.0,2090.0,2151.0,2231.0,2305.0,2403.0,2492.0
job 18,52.0,168.0,178.0,282.0,370.0,698.0,748.0,913.0,1138.0,1344.0,1432.0,1769.0,1798.0,1907.0,2003.0,2104.0,2196.0,2212.0,2249.0,2353.0
job 19,0.0,98.0,402.0,479.0,488.0,600.0,650.0,780.0,970.0,1119.0,1238.0,1522.0,1617.0,1671.0,1789.0,2082.0,2084.0,2213.0,2259.0,2318.0
job 20,62.0,117.0,177.0,628.0,718.0,788.0,918.0,990.0,1275.0,1280.0,1448.0,1505.0,1773.0,1847.0,1860.0,2017.0,2212.0,2223.0,2302.0,2382.0
job 21,208.0,402.0,494.0,532.0,659.0,831.0,893.0,899.0,1111.0,1244.0,1501.0,1700.0,1788.0,1810.0,1907.0,2047.0,2141.0,2223.0,2458.0,2628.0
job 22,97.0,364.0,408.0,551.0,647.0,659.0,781.0,829.0,1007.0,1275.0,1373.0,1698.0,1796.0,1881.0,1977.0,2164.0,2249.0,2259.0,2321.0,2409.0
job 23,178.0,276.0,282.0,479.0,520.0,551.0,680.0,751.0,829.0,1027.0,1106.0,1136.0,1200.0,1268.0,1385.0,1881.0,1947.0,2018.0,2077.0,2259.0
job 24,0.0,183.0,281.0,291.0,423.0,441.0,503.0,643.0,859.0,1044.0,1186.0,1268.0,1304.0,1715.0,1792.0,1988.0,2088.0,2177.0,2326.0,2415.0
job 25,21.0,95.0,309.0,349.0,356.0,514.0,729.0,766.0,779.0,968.0,1024.0,1223.0,1288.0,1371.0,1517.0,1682.0,1767.0,1807.0,1949.0,2183.0
job 26,0.0,41.0,94.0,117.0,292.0,324.0,348.0,360.0,520.0,643.0,706.0,812.0,928.0,1090.0,1206.0,1373.0,1385.0,1432.0,1529.0,1707.0
job 27,16.0,52.0,255.0,392.0,441.0,513.0,514.0,581.0,705.0,776.0,1075.0,1095.0,1209.0,1310.0,1364.0,1444.0,1703.0,1766.0,1812.0,1986.0
job 28,92.0,224.0,551.0,706.0,751.0,955.0,1060.0,1339.0,1374.0,1491.0,1796.0,1865.0,1882.0,1886.0,2097.0,2365.0,2458.0,2520.0,2617.0,2628.0
job 29,0.0,359.0,447.0,508.0,680.0,875.0,970.0,1058.0,1371.0,1412.0,1478.0,1602.0,1666.0,2026.0,2137.0,2284.0,2365.0,2433.0,2466.0,2506.0
