makespan,2398.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,13.0,66.0,204.0,313.0,356.0,482.0,520.0,646.0,681.0,775.0,839.0,885.0,919.0,1073.0,1159.0,1301.0,1385.0,1595.0,1600.0,1640.0
job 1,0.0,5.0,121.0,257.0,539.0,598.0,683.0,729.0,841.0,1013.0,1161.0,1340.0,1485.0,1566.0,1829.0,1848.0,1891.0,2029.0,2068.0,2142.0
job 2,0.0,44.0,171.0,300.0,330.0,432.0,558.0,697.0,868.0,941.0,1017.0,1222.0,1260.0,1405.0,1518.0,1612.0,1978.0,2110.0,2189.0,2340.0
job 3,67.0,169.0,177.0,219.0,329.0,382.0,453.0,559.0,638.0,814.0,829.0,975.0,1071.0,1176.0,1441.0,1547.0,1636.0,1866.0,1961.0,2136.0
job 4,41.0,108.0,145.0,191.0,326.0,554.0,715.0,872.0,1035.0,1190.0,1478.0,1488.0,1489.0,1685.0,1778.0,1860.0,2151.0,2155.0,2162.0,2281.0
job 5,0.0,86.0,159.0,196.0,248.0,449.0,555.0,638.0,717.0,739.0,900.0,1071.0,1135.0,1207.0,1259.0,1433.0,1499.0,1530.0,1632.0,1679.0
job 6,0.0,24.0,145.0,200.0,246.0,388.0,449.0,647.0,765.0,885.0,1137.0,1385.0,1519.0,1616.0,1656.0,1777.0,1793.0,2018.0,2093.0,2116.0
job 7,0.0,51.0,122.0,261.0,269.0,356.0,526.0,612.0,717.0,766.0,842.0,941.0,1043.0,1281.0,1372.0,1599.0,1622.0,1720.0,1728.0,1925.0
job 8,0.0,21.0,122.0,133.0,234.0,289.0,509.0,569.0,628.0,920.0,1018.0,1230.0,1345.0,1571.0,1723.0,1823.0,1885.0,2233.0,2291.0,2316.0
job 9,0.0,116.0,196.0,328.0,473.0,572.0,625.0,802.0,886.0,1026.0,1103.0,1153.0,1285.0,1409.0,1600.0,1885.0,1964.0,2024.0,2075.0,2316.0
job 10,0.0,55.0,86.0,228.0,262.0,423.0,466.0,524.0,554.0,580.0,634.0,699.0,857.0,941.0,1018.0,1107.0,1153.0,1342.0,1409.0,1556.0
job 11,1.0,90.0,240.0,425.0,521.0,701.0,763.0,793.0,1121.0,1140.0,1269.0,1419.0,1478.0,1680.0,1853.0,1903.0,1935.0,2016.0,2155.0,2227.0
job 12,25.0,135.0,285.0,309.0,360.0,497.0,585.0,632.0,677.0,719.0,815.0,978.0,1207.0,1298.0,1375.0,1546.0,1629.0,1713.0,1810.0,1853.0
job 13,20.0,191.0,400.0,683.0,836.0,868.0,919.0,1195.0,1228.0,1395.0,1493.0,1556.0,1725.0,1818.0,1935.0,2032.0,2102.0,2291.0,2340.0,2390.0
job 14,0.0,55.0,138.0,344.0,502.0,542.0,612.0,665.0,729.0,755.0,785.0,912.0,975.0,978.0,1227.0,1277.0,1302.0,1388.0,1434.0,1636.0
job 15,0.0,78.0,198.0,246.0,381.0,586.0,728.0,770.0,943.0,980.0,1145.0,1243.0,1350.0,1544.0,1545.0,1737.0,1754.0,1979.0,2062.0,2170.0
job 16,18.0,52.0,169.0,416.0,632.0,777.0,793.0,839.0,1071.0,1260.0,1297.0,1328.0,1340.0,1357.0,1521.0,1778.0,2074.0,2104.0,2217.0,2311.0
job 17,9.0,108.0,145.0,189.0,300.0,431.0,459.0,525.0,542.0,606.0,650.0,746.0,934.0,1076.0,1228.0,1360.0,1495.0,1675.0,1725.0,1832.0
job 18,42.0,193.0,377.0,416.0,425.0,494.0,688.0,777.0,829.0,918.0,997.0,1105.0,1161.0,1227.0,1301.0,1336.0,1518.0,1616.0,1702.0,1954.0
