makespan,2555.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,72.0,122.0,451.0,544.0,613.0,769.0,837.0,923.0,1124.0,1229.0,1346.0,1403.0,1559.0,1633.0,1759.0,1868.0,1933.0,1974.0,2036.0,2129.0
job 1,7.0,198.0,234.0,261.0,328.0,454.0,576.0,600.0,742.0,961.0,1046.0,1297.0,1355.0,1454.0,1544.0,1840.0,1894.0,1938.0,2096.0,2317.0
job 2,0.0,209.0,470.0,499.0,681.0,778.0,841.0,1046.0,1163.0,1258.0,1294.0,1410.0,1493.0,1617.0,1738.0,1792.0,1866.0,1985.0,2087.0,2131.0
job 3,0.0,124.0,330.0,515.0,612.0,627.0,833.0,1058.0,1123.0,1243.0,1276.0,1308.0,1378.0,1525.0,1646.0,1715.0,1929.0,2027.0,2231.0,2394.0
job 4,0.0,43.0,58.0,196.0,261.0,503.0,616.0,661.0,774.0,869.0,988.0,1103.0,1291.0,1388.0,1653.0,1738.0,1846.0,2012.0,2135.0,2258.0
job 5,1.0,44.0,88.0,283.0,465.0,621.0,805.0,858.0,952.0,1072.0,1229.0,1408.0,1524.0,1566.0,1894.0,1974.0,2131.0,2220.0,2359.0,2430.0
job 6,14.0,267.0,354.0,362.0,630.0,716.0,780.0,810.0,866.0,1012.0,1105.0,1302.0,1577.0,1688.0,1777.0,1797.0,1899.0,1979.0,2037.0,2234.0
job 7,0.0,25.0,154.0,463.0,657.0,749.0,769.0,930.0,1146.0,1313.0,1455.0,1573.0,1664.0,1879.0,2017.0,2187.0,2273.0,2324.0,2338.0,2454.0
job 8,55.0,122.0,199.0,296.0,335.0,384.0,612.0,650.0,665.0,794.0,868.0,1055.0,1161.0,1197.0,1216.0,1322.0,1465.0,1650.0,1745.0,1936.0
job 9,88.0,343.0,364.0,451.0,594.0,902.0,1021.0,1117.0,1161.0,1242.0,1526.0,1577.0,1668.0,1864.0,1906.0,2025.0,2092.0,2103.0,2311.0,2392.0
job 10,0.0,7.0,94.0,290.0,378.0,661.0,763.0,968.0,1168.0,1257.0,1260.0,1590.0,1829.0,1893.0,2074.0,2262.0,2359.0,2422.0,2429.0,2462.0
job 11,63.0,135.0,281.0,483.0,668.0,862.0,865.0,1041.0,1133.0,1138.0,1298.0,1409.0,1460.0,1556.0,1719.0,1956.0,2050.0,2142.0,2147.0,2257.0
job 12,38.0,168.0,472.0,514.0,600.0,614.0,780.0,868.0,894.0,923.0,1144.0,1206.0,1327.0,1334.0,1428.0,1597.0,1695.0,1828.0,1867.0,2037.0
job 13,0.0,224.0,271.0,566.0,576.0,660.0,782.0,869.0,906.0,1105.0,1197.0,1334.0,1408.0,1566.0,1736.0,1908.0,1995.0,2160.0,2234.0,2303.0
